"","interests_correlate","d_interests_correlate"
"6316","0.43","[0.33-1]"
"6317","0.36","[0.33-1]"
"6318","0.35","[0.33-1]"
"6319","0.44","[0.33-1]"
"6320","0.01","[0-0.33]"
"6321","-0.25","[-1-0]"
"6322","-0.26","[-1-0]"
"6323","-0.28","[-1-0]"
"6324","-0.19","[-1-0]"
"6325","-0.2","[-1-0]"
"6326","-0.5","[-1-0]"
"6327","-0.35","[-1-0]"
"6328","-0.62","[-1-0]"
"6329","-0.58","[-1-0]"
"6330","0.21","[0-0.33]"
"6331","0.12","[0-0.33]"
"6332","-0.03","[-1-0]"
"6333","0.08","[0-0.33]"
"6334","-0.26","[-1-0]"
"6335","-0.5","[-1-0]"
"6336","-0.22","[-1-0]"
"6337","-0.41","[-1-0]"
"6338","-0.41","[-1-0]"
"6339","0.24","[0-0.33]"
"6340","0.51","[0.33-1]"
"6341","0.41","[0.33-1]"
"6342","0.37","[0.33-1]"
"6343","0.29","[0-0.33]"
"6344","0.26","[0-0.33]"
"6345","0.44","[0.33-1]"
"6346","0.21","[0-0.33]"
"6347","0.26","[0-0.33]"
"6348","0.35","[0.33-1]"
"6349","0.59","[0.33-1]"
"6350","0.39","[0.33-1]"
"6351","0.11","[0-0.33]"
"6352","0.46","[0.33-1]"
"6353","0.36","[0.33-1]"
"6354","0.4","[0.33-1]"
"6355","0.46","[0.33-1]"
"6356","0.27","[0-0.33]"
"6357","-0.03","[-1-0]"
"6358","0.23","[0-0.33]"
"6359","-0.05","[-1-0]"
"6360","0.19","[0-0.33]"
"6361","0.33","[0-0.33]"
"6362","0.14","[0-0.33]"
"6363","-0.4","[-1-0]"
"6364","-0.15","[-1-0]"
"6365","-0.09","[-1-0]"
"6366","0.08","[0-0.33]"
"6367","0.04","[0-0.33]"
"6368","-0.19","[-1-0]"
"6369","-0.24","[-1-0]"
"6370","-0.27","[-1-0]"
"6371","0","[-1-0]"
"6372","-0.34","[-1-0]"
"6373","-0.31","[-1-0]"
"6374","-0.05","[-1-0]"
"6375","0.2","[0-0.33]"
"6376","0.62","[0.33-1]"
"6377","0.08","[0-0.33]"
"6378","0.35","[0.33-1]"
"6379","0.36","[0.33-1]"
"6380","0.08","[0-0.33]"
"6381","-0.14","[-1-0]"
"6382","0.26","[0-0.33]"
"6383","0.3","[0-0.33]"
"6384","0.54","[0.33-1]"
"6385","0.36","[0.33-1]"
"6386","0.17","[0-0.33]"
"6387","-0.4","[-1-0]"
"6388","0.17","[0-0.33]"
"6389","-0.01","[-1-0]"
"6390","0.18","[0-0.33]"
"6391","0.07","[0-0.33]"
"6392","0.14","[0-0.33]"
"6393","-0.21","[-1-0]"
"6394","-0.15","[-1-0]"
"6395","-0.32","[-1-0]"
"6396","-0.03","[-1-0]"
"6397","0.14","[0-0.33]"
"6398","-0.32","[-1-0]"
"6399","-0.49","[-1-0]"
"6400","-0.57","[-1-0]"
"6401","-0.28","[-1-0]"
"6402","0.45","[0.33-1]"
"6403","-0.01","[-1-0]"
"6404","-0.03","[-1-0]"
"6405","0.07","[0-0.33]"
"6406","-0.34","[-1-0]"
"6407","-0.51","[-1-0]"
"6408","-0.26","[-1-0]"
"6409","-0.61","[-1-0]"
"6410","-0.56","[-1-0]"
"6411","0.53","[0.33-1]"
"6412","0.16","[0-0.33]"
"6413","0.51","[0.33-1]"
"6414","0.39","[0.33-1]"
"6415","0.17","[0-0.33]"
"6416","0.49","[0.33-1]"
"6417","0.62","[0.33-1]"
"6418","0.55","[0.33-1]"
"6419","0.48","[0.33-1]"
"6420","0.27","[0-0.33]"
"6421","0.3","[0-0.33]"
"6422","0.64","[0.33-1]"
"6423","0.37","[0.33-1]"
"6424","0.62","[0.33-1]"
"6425","0.68","[0.33-1]"
"6426","0.53","[0.33-1]"
"6427","0.7","[0.33-1]"
"6428","0.64","[0.33-1]"
"6429","0.47","[0.33-1]"
"6430","0.34","[0.33-1]"
"6431","-0.13","[-1-0]"
"6432","0.42","[0.33-1]"
"6433","0.55","[0.33-1]"
"6434","0.51","[0.33-1]"
"6435","0.41","[0.33-1]"
"6436","0.52","[0.33-1]"
"6437","0.71","[0.33-1]"
"6438","0.58","[0.33-1]"
"6439","-0.55","[-1-0]"
"6440","0.15","[0-0.33]"
"6441","0.42","[0.33-1]"
"6442","0.67","[0.33-1]"
"6443","0.35","[0.33-1]"
"6444","0.33","[0-0.33]"
"6445","0.44","[0.33-1]"
"6446","0.23","[0-0.33]"
"6447","-0.15","[-1-0]"
"6448","-0.09","[-1-0]"
"6449","0.27","[0-0.33]"
"6450","0.12","[0-0.33]"
"6451","0.58","[0.33-1]"
"6452","0.53","[0.33-1]"
"6453","0.4","[0.33-1]"
"6454","0.33","[0-0.33]"
"6455","-0.3","[-1-0]"
"6456","0.29","[0-0.33]"
"6457","0.58","[0.33-1]"
"6458","0.2","[0-0.33]"
"6459","0.42","[0.33-1]"
"6460","0.48","[0.33-1]"
"6461","0.72","[0.33-1]"
"6462","0.51","[0.33-1]"
"6463","-0.09","[-1-0]"
"6464","0.15","[0-0.33]"
"6465","0.34","[0.33-1]"
"6466","0.37","[0.33-1]"
"6467","0.63","[0.33-1]"
"6468","0.57","[0.33-1]"
"6469","0.13","[0-0.33]"
"6470","-0.19","[-1-0]"
"6471","0.19","[0-0.33]"
"6472","-0.23","[-1-0]"
"6473","0.21","[0-0.33]"
"6474","-0.28","[-1-0]"
"6475","0.48","[0.33-1]"
"6476","0.1","[0-0.33]"
"6477","0.47","[0.33-1]"
"6478","0.71","[0.33-1]"
"6479","0.44","[0.33-1]"
"6480","0.4","[0.33-1]"
"6481","0.72","[0.33-1]"
"6482","0.13","[0-0.33]"
"6483","0.34","[0.33-1]"
"6484","0.58","[0.33-1]"
"6485","0.23","[0-0.33]"
"6486","0.33","[0-0.33]"
"6487","0.51","[0.33-1]"
"6488","-0.19","[-1-0]"
"6489","-0.13","[-1-0]"
"6490","-0.55","[-1-0]"
"6491","-0.15","[-1-0]"
"6492","-0.3","[-1-0]"
"6493","-0.09","[-1-0]"
"6494","0.19","[0-0.33]"
"6495","0.42","[0.33-1]"
"6496","0.15","[0-0.33]"
"6497","-0.09","[-1-0]"
"6498","0.29","[0-0.33]"
"6499","0.15","[0-0.33]"
"6500","-0.23","[-1-0]"
"6501","0.55","[0.33-1]"
"6502","0.42","[0.33-1]"
"6503","0.27","[0-0.33]"
"6504","0.58","[0.33-1]"
"6505","0.34","[0.33-1]"
"6506","0.21","[0-0.33]"
"6507","0.51","[0.33-1]"
"6508","0.67","[0.33-1]"
"6509","0.12","[0-0.33]"
"6510","0.2","[0-0.33]"
"6511","0.37","[0.33-1]"
"6512","-0.28","[-1-0]"
"6513","0.41","[0.33-1]"
"6514","0.35","[0.33-1]"
"6515","0.58","[0.33-1]"
"6516","0.42","[0.33-1]"
"6517","0.63","[0.33-1]"
"6518","0.48","[0.33-1]"
"6519","0.52","[0.33-1]"
"6520","0.33","[0-0.33]"
"6521","0.53","[0.33-1]"
"6522","0.48","[0.33-1]"
"6523","0.57","[0.33-1]"
"6524","0.1","[0-0.33]"
"6525","0.59","[0.33-1]"
"6526","-0.41","[-1-0]"
"6527","0.15","[0-0.33]"
"6528","0.38","[0.33-1]"
"6529","0.33","[0-0.33]"
"6530","0.27","[0-0.33]"
"6531","0.14","[0-0.33]"
"6532","0.49","[0.33-1]"
"6533","-0.42","[-1-0]"
"6534","0.17","[0-0.33]"
"6535","0.01","[0-0.33]"
"6536","0.17","[0-0.33]"
"6537","0.21","[0-0.33]"
"6538","0","[-1-0]"
"6539","0.45","[0.33-1]"
"6540","-0.46","[-1-0]"
"6541","-0.06","[-1-0]"
"6542","0.14","[0-0.33]"
"6543","-0.03","[-1-0]"
"6544","-0.06","[-1-0]"
"6545","0.25","[0-0.33]"
"6546","0.11","[0-0.33]"
"6547","0.03","[0-0.33]"
"6548","0.31","[0-0.33]"
"6549","0.06","[0-0.33]"
"6550","-0.01","[-1-0]"
"6551","-0.2","[-1-0]"
"6552","0.19","[0-0.33]"
"6553","0.03","[0-0.33]"
"6554","0.15","[0-0.33]"
"6555","-0.11","[-1-0]"
"6556","0.23","[0-0.33]"
"6557","-0.23","[-1-0]"
"6558","-0.08","[-1-0]"
"6559","0.32","[0-0.33]"
"6560","0.08","[0-0.33]"
"6561","0.69","[0.33-1]"
"6562","0.24","[0-0.33]"
"6563","0.4","[0.33-1]"
"6564","0.24","[0-0.33]"
"6565","0.18","[0-0.33]"
"6566","0.27","[0-0.33]"
"6567","0.11","[0-0.33]"
"6568","-0.11","[-1-0]"
"6569","0.26","[0-0.33]"
"6570","0.2","[0-0.33]"
"6571","0.13","[0-0.33]"
"6572","0.13","[0-0.33]"
"6573","0.53","[0.33-1]"
"6574","0.23","[0-0.33]"
"6575","0.41","[0.33-1]"
"6576","0.44","[0.33-1]"
"6577","0.33","[0-0.33]"
"6578","-0.07","[-1-0]"
"6579","0.19","[0-0.33]"
"6580","0.32","[0-0.33]"
"6581","0.18","[0-0.33]"
"6582","-0.11","[-1-0]"
"6583","0.35","[0.33-1]"
"6584","0.13","[0-0.33]"
"6585","0.14","[0-0.33]"
"6586","0.13","[0-0.33]"
"6587","0.28","[0-0.33]"
"6588","0.13","[0-0.33]"
"6589","0.16","[0-0.33]"
"6590","-0.12","[-1-0]"
"6591","-0.1","[-1-0]"
"6592","0.01","[0-0.33]"
"6593","-0.01","[-1-0]"
"6594","-0.22","[-1-0]"
"6595","0.1","[0-0.33]"
"6596","0.01","[0-0.33]"
"6597","0.14","[0-0.33]"
"6598","0.56","[0.33-1]"
"6599","-0.27","[-1-0]"
"6600","0.15","[0-0.33]"
"6601","0.23","[0-0.33]"
"6602","0.18","[0-0.33]"
"6603","0.73","[0.33-1]"
"6604","0.01","[0-0.33]"
"6605","-0.08","[-1-0]"
"6606","0.21","[0-0.33]"
"6607","0.12","[0-0.33]"
"6608","-0.17","[-1-0]"
"6609","0.53","[0.33-1]"
"6610","-0.05","[-1-0]"
"6611","-0.05","[-1-0]"
"6612","-0.02","[-1-0]"
"6613","0.11","[0-0.33]"
"6614","0.06","[0-0.33]"
"6615","0.32","[0-0.33]"
"6616","0.31","[0-0.33]"
"6617","0","[-1-0]"
"6618","0.78","[0.33-1]"
"6619","0.48","[0.33-1]"
"6620","0.45","[0.33-1]"
"6621","-0.04","[-1-0]"
"6622","0.59","[0.33-1]"
"6623","0.22","[0-0.33]"
"6624","0.14","[0-0.33]"
"6625","-0.06","[-1-0]"
"6626","0.35","[0.33-1]"
"6627","-0.08","[-1-0]"
"6628","0.15","[0-0.33]"
"6629","0.34","[0.33-1]"
"6630","0.34","[0.33-1]"
"6631","0.41","[0.33-1]"
"6632","0.35","[0.33-1]"
"6633","0.53","[0.33-1]"
"6634","0.44","[0.33-1]"
"6635","0.47","[0.33-1]"
"6636","0.4","[0.33-1]"
"6637","0.14","[0-0.33]"
"6638","0.4","[0.33-1]"
"6639","0.36","[0.33-1]"
"6640","0.38","[0.33-1]"
"6641","-0.22","[-1-0]"
"6642","0.39","[0.33-1]"
"6643","0.28","[0-0.33]"
"6644","0.35","[0.33-1]"
"6645","0.48","[0.33-1]"
"6646","0.12","[0-0.33]"
"6647","0.46","[0.33-1]"
"6648","0.44","[0.33-1]"
"6649","0.3","[0-0.33]"
"6650","0.31","[0-0.33]"
"6651","0.38","[0.33-1]"
"6652","-0.09","[-1-0]"
"6653","0.45","[0.33-1]"
"6654","0.59","[0.33-1]"
"6655","0.26","[0-0.33]"
"6656","0.48","[0.33-1]"
"6657","0.67","[0.33-1]"
"6658","0.49","[0.33-1]"
"6659","0.5","[0.33-1]"
"6660","0.46","[0.33-1]"
"6661","0.21","[0-0.33]"
"6662","0.22","[0-0.33]"
"6663","0.43","[0.33-1]"
"6664","0.48","[0.33-1]"
"6665","0.59","[0.33-1]"
"6666","0.45","[0.33-1]"
"6667","0.03","[0-0.33]"
"6668","0.11","[0-0.33]"
"6669","0.18","[0-0.33]"
"6670","0.1","[0-0.33]"
"6671","0.53","[0.33-1]"
"6672","0.22","[0-0.33]"
"6673","0.14","[0-0.33]"
"6674","0.38","[0.33-1]"
"6675","-0.41","[-1-0]"
"6676","-0.46","[-1-0]"
"6677","0.15","[0-0.33]"
"6678","-0.11","[-1-0]"
"6679","-0.11","[-1-0]"
"6680","0.01","[0-0.33]"
"6681","-0.05","[-1-0]"
"6682","0.14","[0-0.33]"
"6683","0.4","[0.33-1]"
"6684","-0.09","[-1-0]"
"6685","0.15","[0-0.33]"
"6686","-0.06","[-1-0]"
"6687","-0.11","[-1-0]"
"6688","0.26","[0-0.33]"
"6689","0.35","[0.33-1]"
"6690","0.14","[0-0.33]"
"6691","-0.05","[-1-0]"
"6692","-0.06","[-1-0]"
"6693","0.36","[0.33-1]"
"6694","0.45","[0.33-1]"
"6695","0.38","[0.33-1]"
"6696","0.14","[0-0.33]"
"6697","0.23","[0-0.33]"
"6698","0.2","[0-0.33]"
"6699","0.13","[0-0.33]"
"6700","0.56","[0.33-1]"
"6701","-0.02","[-1-0]"
"6702","0.35","[0.33-1]"
"6703","0.38","[0.33-1]"
"6704","0.59","[0.33-1]"
"6705","0.33","[0-0.33]"
"6706","-0.03","[-1-0]"
"6707","-0.23","[-1-0]"
"6708","0.13","[0-0.33]"
"6709","0.14","[0-0.33]"
"6710","-0.27","[-1-0]"
"6711","0.11","[0-0.33]"
"6712","-0.08","[-1-0]"
"6713","-0.22","[-1-0]"
"6714","0.26","[0-0.33]"
"6715","0.27","[0-0.33]"
"6716","-0.06","[-1-0]"
"6717","-0.08","[-1-0]"
"6718","0.13","[0-0.33]"
"6719","0.13","[0-0.33]"
"6720","0.15","[0-0.33]"
"6721","0.06","[0-0.33]"
"6722","0.15","[0-0.33]"
"6723","0.39","[0.33-1]"
"6724","0.48","[0.33-1]"
"6725","0.14","[0-0.33]"
"6726","0.25","[0-0.33]"
"6727","0.32","[0-0.33]"
"6728","0.53","[0.33-1]"
"6729","0.28","[0-0.33]"
"6730","0.23","[0-0.33]"
"6731","0.32","[0-0.33]"
"6732","0.34","[0.33-1]"
"6733","0.28","[0-0.33]"
"6734","0.67","[0.33-1]"
"6735","0.49","[0.33-1]"
"6736","0.11","[0-0.33]"
"6737","0.08","[0-0.33]"
"6738","0.23","[0-0.33]"
"6739","0.13","[0-0.33]"
"6740","0.18","[0-0.33]"
"6741","0.31","[0-0.33]"
"6742","0.34","[0.33-1]"
"6743","0.35","[0.33-1]"
"6744","0.49","[0.33-1]"
"6745","-0.42","[-1-0]"
"6746","0.03","[0-0.33]"
"6747","0.69","[0.33-1]"
"6748","0.41","[0.33-1]"
"6749","0.16","[0-0.33]"
"6750","0.73","[0.33-1]"
"6751","0","[-1-0]"
"6752","0.41","[0.33-1]"
"6753","0.48","[0.33-1]"
"6754","0.5","[0.33-1]"
"6755","0.17","[0-0.33]"
"6756","0.31","[0-0.33]"
"6757","0.24","[0-0.33]"
"6758","0.44","[0.33-1]"
"6759","-0.12","[-1-0]"
"6760","0.01","[0-0.33]"
"6761","0.78","[0.33-1]"
"6762","0.35","[0.33-1]"
"6763","0.12","[0-0.33]"
"6764","0.46","[0.33-1]"
"6765","0.01","[0-0.33]"
"6766","0.06","[0-0.33]"
"6767","0.4","[0.33-1]"
"6768","0.33","[0-0.33]"
"6769","-0.1","[-1-0]"
"6770","-0.08","[-1-0]"
"6771","0.48","[0.33-1]"
"6772","0.53","[0.33-1]"
"6773","0.46","[0.33-1]"
"6774","0.21","[0-0.33]"
"6775","0.17","[0-0.33]"
"6776","-0.01","[-1-0]"
"6777","0.24","[0-0.33]"
"6778","-0.07","[-1-0]"
"6779","0.01","[0-0.33]"
"6780","0.21","[0-0.33]"
"6781","0.45","[0.33-1]"
"6782","0.44","[0.33-1]"
"6783","0.44","[0.33-1]"
"6784","0.22","[0-0.33]"
"6785","0.21","[0-0.33]"
"6786","-0.2","[-1-0]"
"6787","0.18","[0-0.33]"
"6788","0.19","[0-0.33]"
"6789","-0.01","[-1-0]"
"6790","0.12","[0-0.33]"
"6791","-0.04","[-1-0]"
"6792","0.47","[0.33-1]"
"6793","0.3","[0-0.33]"
"6794","0.43","[0.33-1]"
"6795","0","[-1-0]"
"6796","0.19","[0-0.33]"
"6797","0.27","[0-0.33]"
"6798","0.32","[0-0.33]"
"6799","-0.22","[-1-0]"
"6800","-0.17","[-1-0]"
"6801","0.59","[0.33-1]"
"6802","0.4","[0.33-1]"
"6803","0.31","[0-0.33]"
"6804","0.48","[0.33-1]"
"6805","0.6","[0.33-1]"
"6806","0.03","[0-0.33]"
"6807","0.13","[0-0.33]"
"6808","-0.09","[-1-0]"
"6809","-0.03","[-1-0]"
"6810","0.57","[0.33-1]"
"6811","0.25","[0-0.33]"
"6812","-0.31","[-1-0]"
"6813","-0.09","[-1-0]"
"6814","-0.22","[-1-0]"
"6815","-0.24","[-1-0]"
"6816","0.41","[0.33-1]"
"6817","0.19","[0-0.33]"
"6818","-0.24","[-1-0]"
"6819","-0.28","[-1-0]"
"6820","-0.02","[-1-0]"
"6821","-0.43","[-1-0]"
"6822","-0.02","[-1-0]"
"6823","0.5","[0.33-1]"
"6824","-0.11","[-1-0]"
"6825","-0.17","[-1-0]"
"6826","-0.15","[-1-0]"
"6827","-0.35","[-1-0]"
"6828","0.61","[0.33-1]"
"6829","0.02","[0-0.33]"
"6830","-0.11","[-1-0]"
"6831","-0.44","[-1-0]"
"6832","-0.35","[-1-0]"
"6833","-0.33","[-1-0]"
"6834","-0.42","[-1-0]"
"6835","0.2","[0-0.33]"
"6836","-0.34","[-1-0]"
"6837","0.2","[0-0.33]"
"6838","-0.26","[-1-0]"
"6839","-0.25","[-1-0]"
"6840","0.25","[0-0.33]"
"6841","0.6","[0.33-1]"
"6842","0.25","[0-0.33]"
"6843","0.19","[0-0.33]"
"6844","0.5","[0.33-1]"
"6845","0.02","[0-0.33]"
"6846","0.2","[0-0.33]"
"6847","0.03","[0-0.33]"
"6848","-0.31","[-1-0]"
"6849","-0.24","[-1-0]"
"6850","-0.11","[-1-0]"
"6851","-0.11","[-1-0]"
"6852","-0.34","[-1-0]"
"6853","0.13","[0-0.33]"
"6854","-0.09","[-1-0]"
"6855","-0.28","[-1-0]"
"6856","-0.17","[-1-0]"
"6857","-0.44","[-1-0]"
"6858","0.2","[0-0.33]"
"6859","-0.09","[-1-0]"
"6860","-0.22","[-1-0]"
"6861","-0.02","[-1-0]"
"6862","-0.15","[-1-0]"
"6863","-0.35","[-1-0]"
"6864","-0.26","[-1-0]"
"6865","-0.03","[-1-0]"
"6866","-0.24","[-1-0]"
"6867","-0.43","[-1-0]"
"6868","-0.35","[-1-0]"
"6869","-0.33","[-1-0]"
"6870","-0.25","[-1-0]"
"6871","0.57","[0.33-1]"
"6872","0.41","[0.33-1]"
"6873","-0.02","[-1-0]"
"6874","0.61","[0.33-1]"
"6875","-0.42","[-1-0]"
"6876","0.25","[0-0.33]"
"6877","0.7","[0.33-1]"
"6878","0.14","[0-0.33]"
"6879","0.74","[0.33-1]"
"6880","0.43","[0.33-1]"
"6881","0.36","[0.33-1]"
"6882","0.4","[0.33-1]"
"6883","0.46","[0.33-1]"
"6884","0.31","[0-0.33]"
"6885","-0.03","[-1-0]"
"6886","0.43","[0.33-1]"
"6887","0.35","[0.33-1]"
"6888","0.16","[0-0.33]"
"6889","-0.01","[-1-0]"
"6890","0.25","[0-0.33]"
"6891","-0.05","[-1-0]"
"6892","0.65","[0.33-1]"
"6893","0.12","[0-0.33]"
"6894","0.83","[0.33-1]"
"6895","0.56","[0.33-1]"
"6896","-0.09","[-1-0]"
"6897","0.59","[0.33-1]"
"6898","0.24","[0-0.33]"
"6899","0.49","[0.33-1]"
"6900","0.06","[0-0.33]"
"6901","0.7","[0.33-1]"
"6902","0.61","[0.33-1]"
"6903","0.12","[0-0.33]"
"6904","-0.01","[-1-0]"
"6905","0.29","[0-0.33]"
"6906","-0.01","[-1-0]"
"6907","0.53","[0.33-1]"
"6908","0.17","[0-0.33]"
"6909","0.71","[0.33-1]"
"6910","0.55","[0.33-1]"
"6911","-0.12","[-1-0]"
"6912","0.51","[0.33-1]"
"6913","0.31","[0-0.33]"
"6914","0.33","[0-0.33]"
"6915","-0.16","[-1-0]"
"6916","0.65","[0.33-1]"
"6917","0.47","[0.33-1]"
"6918","0.16","[0-0.33]"
"6919","0.07","[0-0.33]"
"6920","0.26","[0-0.33]"
"6921","-0.07","[-1-0]"
"6922","0.3","[0-0.33]"
"6923","0.31","[0-0.33]"
"6924","0.56","[0.33-1]"
"6925","0.02","[0-0.33]"
"6926","0.51","[0.33-1]"
"6927","0.17","[0-0.33]"
"6928","0.42","[0.33-1]"
"6929","0.31","[0-0.33]"
"6930","-0.17","[-1-0]"
"6931","0.23","[0-0.33]"
"6932","-0.22","[-1-0]"
"6933","0.27","[0-0.33]"
"6934","0.67","[0.33-1]"
"6935","0.66","[0.33-1]"
"6936","-0.19","[-1-0]"
"6937","0.67","[0.33-1]"
"6938","0.15","[0-0.33]"
"6939","0.64","[0.33-1]"
"6940","0.43","[0.33-1]"
"6941","0.17","[0-0.33]"
"6942","0.52","[0.33-1]"
"6943","0.5","[0.33-1]"
"6944","0.56","[0.33-1]"
"6945","0.26","[0-0.33]"
"6946","0.78","[0.33-1]"
"6947","0.23","[0-0.33]"
"6948","0.11","[0-0.33]"
"6949","0.01","[0-0.33]"
"6950","0.68","[0.33-1]"
"6951","-0.18","[-1-0]"
"6952","0.46","[0.33-1]"
"6953","0.11","[0-0.33]"
"6954","0.32","[0-0.33]"
"6955","0.09","[0-0.33]"
"6956","0.09","[0-0.33]"
"6957","0.39","[0.33-1]"
"6958","0.3","[0-0.33]"
"6959","0.69","[0.33-1]"
"6960","0.04","[0-0.33]"
"6961","0.59","[0.33-1]"
"6962","0.19","[0-0.33]"
"6963","0.17","[0-0.33]"
"6964","0.2","[0-0.33]"
"6965","0.39","[0.33-1]"
"6966","-0.22","[-1-0]"
"6967","0.6","[0.33-1]"
"6968","0.36","[0.33-1]"
"6969","0.61","[0.33-1]"
"6970","0.87","[0.33-1]"
"6971","-0.05","[-1-0]"
"6972","0.74","[0.33-1]"
"6973","0.04","[0-0.33]"
"6974","0.19","[0-0.33]"
"6975","0.25","[0-0.33]"
"6976","0.31","[0-0.33]"
"6977","0.57","[0.33-1]"
"6978","0.12","[0-0.33]"
"6979","-0.04","[-1-0]"
"6980","0.42","[0.33-1]"
"6981","0.09","[0-0.33]"
"6982","0.54","[0.33-1]"
"6983","0.14","[0-0.33]"
"6984","0.58","[0.33-1]"
"6985","0.62","[0.33-1]"
"6986","-0.12","[-1-0]"
"6987","0.53","[0.33-1]"
"6988","0.64","[0.33-1]"
"6989","0.48","[0.33-1]"
"6990","0.07","[0-0.33]"
"6991","0.91","[0.33-1]"
"6992","0.23","[0-0.33]"
"6993","-0.16","[-1-0]"
"6994","-0.09","[-1-0]"
"6995","0.34","[0.33-1]"
"6996","0.03","[0-0.33]"
"6997","0.31","[0-0.33]"
"6998","0.22","[0-0.33]"
"6999","0.42","[0.33-1]"
"7000","0.54","[0.33-1]"
"7001","-0.3","[-1-0]"
"7002","0.5","[0.33-1]"
"7003","-0.21","[-1-0]"
"7004","0.02","[0-0.33]"
"7005","-0.07","[-1-0]"
"7006","-0.04","[-1-0]"
"7007","0.78","[0.33-1]"
"7008","0.32","[0-0.33]"
"7009","-0.21","[-1-0]"
"7010","-0.06","[-1-0]"
"7011","-0.04","[-1-0]"
"7012","0.66","[0.33-1]"
"7013","0.22","[0-0.33]"
"7014","0.56","[0.33-1]"
"7015","0.38","[0.33-1]"
"7016","0.22","[0-0.33]"
"7017","0.58","[0.33-1]"
"7018","0.34","[0.33-1]"
"7019","0.61","[0.33-1]"
"7020","0.34","[0.33-1]"
"7021","0.53","[0.33-1]"
"7022","0.3","[0-0.33]"
"7023","0.09","[0-0.33]"
"7024","0.11","[0-0.33]"
"7025","0.5","[0.33-1]"
"7026","0.09","[0-0.33]"
"7027","0.41","[0.33-1]"
"7028","0.08","[0-0.33]"
"7029","0.38","[0.33-1]"
"7030","0.27","[0-0.33]"
"7031","-0.15","[-1-0]"
"7032","0.47","[0.33-1]"
"7033","0.03","[0-0.33]"
"7034","0.31","[0-0.33]"
"7035","0.06","[0-0.33]"
"7036","0.11","[0-0.33]"
"7037","0.6","[0.33-1]"
"7038","0.27","[0-0.33]"
"7039","-0.05","[-1-0]"
"7040","0.12","[0-0.33]"
"7041","-0.08","[-1-0]"
"7042","0.35","[0.33-1]"
"7043","0.51","[0.33-1]"
"7044","0.51","[0.33-1]"
"7045","0.72","[0.33-1]"
"7046","-0.2","[-1-0]"
"7047","0.66","[0.33-1]"
"7048","-0.15","[-1-0]"
"7049","-0.02","[-1-0]"
"7050","0.12","[0-0.33]"
"7051","0.12","[0-0.33]"
"7052","0.59","[0.33-1]"
"7053","0.32","[0-0.33]"
"7054","0","[-1-0]"
"7055","0.29","[0-0.33]"
"7056","0.29","[0-0.33]"
"7057","0.4","[0.33-1]"
"7058","0.38","[0.33-1]"
"7059","0.61","[0.33-1]"
"7060","0.65","[0.33-1]"
"7061","0.14","[0-0.33]"
"7062","0.37","[0.33-1]"
"7063","0.04","[0-0.33]"
"7064","-0.19","[-1-0]"
"7065","-0.07","[-1-0]"
"7066","0.15","[0-0.33]"
"7067","0.3","[0-0.33]"
"7068","0.35","[0.33-1]"
"7069","-0.05","[-1-0]"
"7070","0.3","[0-0.33]"
"7071","0.07","[0-0.33]"
"7072","0.23","[0-0.33]"
"7073","0.44","[0.33-1]"
"7074","0.47","[0.33-1]"
"7075","0.42","[0.33-1]"
"7076","-0.08","[-1-0]"
"7077","0.37","[0.33-1]"
"7078","-0.29","[-1-0]"
"7079","-0.03","[-1-0]"
"7080","-0.07","[-1-0]"
"7081","-0.09","[-1-0]"
"7082","0.45","[0.33-1]"
"7083","0.54","[0.33-1]"
"7084","0.16","[0-0.33]"
"7085","0.27","[0-0.33]"
"7086","0.07","[0-0.33]"
"7087","0.45","[0.33-1]"
"7088","0.36","[0.33-1]"
"7089","0.59","[0.33-1]"
"7090","0.45","[0.33-1]"
"7091","0.05","[0-0.33]"
"7092","0.55","[0.33-1]"
"7093","-0.07","[-1-0]"
"7094","0.11","[0-0.33]"
"7095","0.08","[0-0.33]"
"7096","0.19","[0-0.33]"
"7097","0.54","[0.33-1]"
"7098","0.54","[0.33-1]"
"7099","-0.14","[-1-0]"
"7100","0.34","[0.33-1]"
"7101","-0.19","[-1-0]"
"7102","0.7","[0.33-1]"
"7103","0.65","[0.33-1]"
"7104","0.53","[0.33-1]"
"7105","0.3","[0-0.33]"
"7106","0.67","[0.33-1]"
"7107","0.46","[0.33-1]"
"7108","0.6","[0.33-1]"
"7109","0.54","[0.33-1]"
"7110","0.31","[0-0.33]"
"7111","0.66","[0.33-1]"
"7112","0.41","[0.33-1]"
"7113","0.35","[0.33-1]"
"7114","0.4","[0.33-1]"
"7115","0.23","[0-0.33]"
"7116","0.45","[0.33-1]"
"7117","0.14","[0-0.33]"
"7118","0.12","[0-0.33]"
"7119","0.17","[0-0.33]"
"7120","0.31","[0-0.33]"
"7121","0.15","[0-0.33]"
"7122","0.11","[0-0.33]"
"7123","0.36","[0.33-1]"
"7124","0.14","[0-0.33]"
"7125","0.22","[0-0.33]"
"7126","0.22","[0-0.33]"
"7127","0.08","[0-0.33]"
"7128","0.51","[0.33-1]"
"7129","0.38","[0.33-1]"
"7130","0.44","[0.33-1]"
"7131","0.36","[0.33-1]"
"7132","0.74","[0.33-1]"
"7133","0.83","[0.33-1]"
"7134","0.71","[0.33-1]"
"7135","0.56","[0.33-1]"
"7136","0.64","[0.33-1]"
"7137","0.32","[0-0.33]"
"7138","0.61","[0.33-1]"
