gender,age,age_o,d_age,race,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,met,decision,match
male,23,26,3,'Asian/Pacific Islander/Asian-American',0,2,2,Engineering,40,5,30,15,5,5,4,4,2,1,5,5,40,30,0,20,0,10,8,9,9,9,8,8,8,10,7,6,5,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,2,1,7,0,1,0
male,23,28,5,'Asian/Pacific Islander/Asian-American',0,2,2,Engineering,25,15,25,15,10,10,4,7,7,5,6,6,40,30,0,20,0,10,8,9,9,9,8,5,9,9,9,8,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,2,1,7,0,0,0
male,23,26,3,'Asian/Pacific Islander/Asian-American',0,2,2,Engineering,10,30,20,15,15,10,7,7,8,8,8,5,40,30,0,20,0,10,8,9,9,9,8,6,10,10,9,8,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,2,1,7,0,1,0
male,23,22,1,'Asian/Pacific Islander/Asian-American',0,2,2,Engineering,10,20,15,20,15,20,5,9,9,6,9,5,40,30,0,20,0,10,8,9,9,9,8,7,6,9,8,8,6,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,2,1,8,0,1,0
male,23,27,4,'Asian/Pacific Islander/Asian-American',1,2,2,Engineering,10,25,20,20,5,20,4,7,8,5,7,10,40,30,0,20,0,10,8,9,9,9,8,1,5,8,5,9,9,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,2,1,4,0,0,0
male,23,25,2,'Asian/Pacific Islander/Asian-American',1,2,2,Engineering,15,20,25,20,10,10,5,9,9,7,7,6,40,30,0,20,0,10,8,9,9,9,8,7,8,9,8,7,8,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,2,1,5,0,0,0
male,23,24,1,'Asian/Pacific Islander/Asian-American',0,2,2,Engineering,10,15,30,20,15,10,6,7,7,4,7,6,40,30,0,20,0,10,8,9,9,9,8,2,3,7,6,5,5,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,2,1,3,0,0,0
male,23,26,3,'Asian/Pacific Islander/Asian-American',0,2,2,Engineering,10,10,30,20,10,15,4,7,7,5,7,5,40,30,0,20,0,10,8,9,9,9,8,6,7,8,5,6,6,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,2,1,5,0,0,0
male,23,24,1,'Asian/Pacific Islander/Asian-American',0,2,2,Engineering,50,20,10,5,10,5,3,7,7,2,8,2,40,30,0,20,0,10,8,9,9,9,8,4,9,8,6,7,5,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,2,1,3,0,0,0
male,23,29,6,'Asian/Pacific Islander/Asian-American',0,2,2,Engineering,40,10,30,10,10,10,1,3,3,2,2,1,40,30,0,20,0,10,8,9,9,9,8,4,8,8,10,7,10,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,2,1,4,0,0,0
male,23,22,1,'Asian/Pacific Islander/Asian-American',1,2,2,Engineering,10,25,25,10,10,20,5,7,6,6,5,8,40,30,0,20,0,10,8,9,9,9,8,3,8,8,7,8,8,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,2,1,6,0,0,0
male,23,22,1,'Asian/Pacific Islander/Asian-American',1,2,2,Engineering,20,20,10,15,5,30,6,7,7,6,8,6,40,30,0,20,0,10,8,9,9,9,8,4,8,8,3,7,5,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,7,2,1,4,0,0,0
male,23,28,5,'Asian/Pacific Islander/Asian-American',1,7,1,Education,10,20,30,10,10,20,5,6,5,5,5,2,25,15,20,20,10,10,8,9,8,8,9,2,4,6,4,9,4,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,6,0,0,0
male,23,26,3,'Asian/Pacific Islander/Asian-American',0,7,1,Education,25,25,25,12,3,10,5,6,6,5,7,7,25,15,20,20,10,10,8,9,8,8,9,6,7,10,7,6,6,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,7,0,0,0
male,23,23,0,'Asian/Pacific Islander/Asian-American',1,7,1,Education,20,10,10,30,15,15,4,4,5,4,2,2,25,15,20,20,10,10,8,9,8,8,9,4,5,8,6,7,9,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,6,0,1,1
male,23,27,23,'Asian/Pacific Islander/Asian-American',0,7,1,Education,20,20,20,20,5,15,5,9,9,4,9,3,25,15,20,20,10,10,8,9,8,8,9,10,7,6,7,6,2,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,6,0,0,0
male,23,23,0,'Asian/Pacific Islander/Asian-American',0,7,1,Education,20,20,20,20,5,15,2,5,5,5,10,2,25,15,20,20,10,10,8,9,8,8,9,8,6,7,8,6,2,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,8,0,1,0
male,23,23,0,'Asian/Pacific Islander/Asian-American',0,7,1,Education,20,20,20,15,5,20,8,7,8,8,6,4,25,15,20,20,10,10,8,9,8,8,9,4,7,6,4,6,7,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,8,0,0,0
male,23,23,0,'Asian/Pacific Islander/Asian-American',0,7,1,Education,20,20,20,15,10,15,4,7,8,6,8,5,25,15,20,20,10,10,8,9,8,8,9,8,4,6,7,4,2,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,8,0,1,0
male,23,27,4,'Asian/Pacific Islander/Asian-American',1,7,1,Education,58,5,8,10,7,12,4,6,7,6,7,6,25,15,20,20,10,10,8,9,8,8,9,9,4,6,7,6,6,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,7,0,1,0
male,23,30,7,'Asian/Pacific Islander/Asian-American',0,7,1,Education,15,20,20,20,5,10,6,7,8,7,7,5,25,15,20,20,10,10,8,9,8,8,9,6,9,8,6,7,5,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,7,1,0,0
male,23,23,0,'Asian/Pacific Islander/Asian-American',0,7,1,Education,20,25,25,30,5,5,7,9,9,7,10,2,25,15,20,20,10,10,8,9,8,8,9,7,10,6,7,6,0,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,8,0,1,0
male,23,26,3,'Asian/Pacific Islander/Asian-American',0,7,1,Education,40,5,30,15,5,5,5,4,3,2,1,5,25,15,20,20,10,10,8,9,8,8,9,4,7,6,6,5,7,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,7,0,0,0
male,23,28,5,'Asian/Pacific Islander/Asian-American',0,7,1,Education,25,15,25,15,10,10,7,7,6,5,6,4,25,15,20,20,10,10,8,9,8,8,9,4,5,6,5,4,0,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,2,0,0,0
male,23,26,3,'Asian/Pacific Islander/Asian-American',0,7,1,Education,10,30,20,15,15,10,6,5,6,6,8,5,25,15,20,20,10,10,8,9,8,8,9,2,5,6,7,2,2,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,2,0,0,0
male,23,22,1,'Asian/Pacific Islander/Asian-American',0,7,1,Education,10,20,15,20,15,20,5,9,8,7,7,6,25,15,20,20,10,10,8,9,8,8,9,6,5,4,6,7,2,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,6,0,1,0
male,23,27,4,'Asian/Pacific Islander/Asian-American',1,7,1,Education,10,25,20,20,5,20,4,2,7,8,7,4,25,15,20,20,10,10,8,9,8,8,9,1,2,4,6,5,6,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,2,0,0,0
male,23,25,2,'Asian/Pacific Islander/Asian-American',1,7,1,Education,15,20,25,20,10,10,6,8,9,6,8,6,25,15,20,20,10,10,8,9,8,8,9,6,7,7,6,7,7,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,7,0,1,1
male,23,24,1,'Asian/Pacific Islander/Asian-American',0,7,1,Education,10,15,30,20,15,10,6,7,7,6,8,7,25,15,20,20,10,10,8,9,8,8,9,2,6,7,6,5,4,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,6,0,0,0
male,23,26,3,'Asian/Pacific Islander/Asian-American',0,7,1,Education,10,10,30,20,10,15,7,5,3,3,7,5,25,15,20,20,10,10,8,9,8,8,9,4,5,7,6,4,3,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,7,0,1,1
male,23,24,1,'Asian/Pacific Islander/Asian-American',0,7,1,Education,50,20,10,5,10,5,4,4,8,2,7,2,25,15,20,20,10,10,8,9,8,8,9,1,7,6,5,2,2,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,6,0,0,0
male,23,29,6,'Asian/Pacific Islander/Asian-American',0,7,1,Education,40,10,30,10,10,10,1,2,3,2,2,1,25,15,20,20,10,10,8,9,8,8,9,5,6,7,6,7,8,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,7,0,1,0
male,23,22,1,'Asian/Pacific Islander/Asian-American',1,7,1,Education,10,25,25,10,10,20,5,5,5,4,7,5,25,15,20,20,10,10,8,9,8,8,9,1,6,5,4,3,5,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,7,0,0,0
male,23,22,1,'Asian/Pacific Islander/Asian-American',1,7,1,Education,20,20,10,15,5,30,6,7,7,8,8,7,25,15,20,20,10,10,8,9,8,8,9,1,7,8,2,3,4,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,2,4,1,0,0,0
male,24,28,4,'Asian/Pacific Islander/Asian-American',1,9,6,Engineering,10,20,30,10,10,20,6,7,8,7,7,5,20,16,16,17,16,15,7,9,9,8,9,6,9,8,6,7,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,7,1,0,0
male,24,26,2,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,25,25,25,12,3,10,7,9,7,7,6,5,20,16,16,17,16,15,7,9,9,8,9,8,8,8,8,8,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,7,0,0,0
male,24,23,1,'Asian/Pacific Islander/Asian-American',1,9,6,Engineering,20,10,10,30,15,15,3,3,6,6,4,3,20,16,16,17,16,15,7,9,9,8,9,6,8,8,6,8,3,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,8,0,0,0
male,24,27,24,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,20,20,20,20,5,15,5,8,9,4,9,3,20,16,16,17,16,15,7,9,9,8,9,8,8,8,5,8,3,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,5,0,0,0
male,24,23,1,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,20,20,20,20,5,15,4,6,6,4,5,4,20,16,16,17,16,15,7,9,9,8,9,5,8,8,8,8,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,3,0,0,0
male,24,23,1,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,20,20,20,15,5,20,4,5,5,4,4,4,20,16,16,17,16,15,7,9,9,8,9,5,7,7,6,7,3,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,5,0,0,0
male,24,23,1,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,20,20,20,15,10,15,5,6,7,8,7,5,20,16,16,17,16,15,7,9,9,8,9,8,8,7,7,8,3,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,6,0,0,0
male,24,27,3,'Asian/Pacific Islander/Asian-American',1,9,6,Engineering,58,5,8,10,7,12,5,8,7,7,7,6,20,16,16,17,16,15,7,9,9,8,9,9,8,8,8,8,7,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,9,1,1,0
male,24,30,6,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,15,20,20,20,5,10,5,4,3,2,1,6,20,16,16,17,16,15,7,9,9,8,9,5,7,8,6,7,3,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,3,0,0,0
male,24,23,1,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,20,25,25,30,5,5,6,5,7,6,7,5,20,16,16,17,16,15,7,9,9,8,9,6,8,8,8,8,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,4,0,0,0
male,24,26,2,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,40,5,30,15,5,5,6,7,8,7,7,5,20,16,16,17,16,15,7,9,9,8,9,6,9,8,6,7,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,7,1,0,0
male,24,28,4,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,25,15,25,15,10,10,4,7,7,6,6,6,20,16,16,17,16,15,7,9,9,8,9,5,9,9,7,8,3,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,5,0,0,0
male,24,26,2,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,10,30,20,15,15,10,7,7,7,8,7,6,20,16,16,17,16,15,7,9,9,8,9,7,8,8,7,8,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,5,0,0,0
male,24,22,2,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,10,20,15,20,15,20,6,7,8,6,7,5,20,16,16,17,16,15,7,9,9,8,9,7,8,8,8,8,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,5,0,0,0
male,24,27,3,'Asian/Pacific Islander/Asian-American',1,9,6,Engineering,10,25,20,20,5,20,10,10,10,10,10,10,20,16,16,17,16,15,7,9,9,8,9,10,10,10,10,10,10,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,10,0,0,0
male,24,25,1,'Asian/Pacific Islander/Asian-American',1,9,6,Engineering,15,20,25,20,10,10,6,8,8,7,7,7,20,16,16,17,16,15,7,9,9,8,9,6,9,9,7,9,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,5,0,0,0
male,24,24,0,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,10,15,30,20,15,10,7,7,7,6,8,6,20,16,16,17,16,15,7,9,9,8,9,1,8,8,4,7,1,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,1,0,0,0
male,24,26,2,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,10,10,30,20,10,15,2,6,6,3,7,3,20,16,16,17,16,15,7,9,9,8,9,4,8,8,7,8,4,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,4,0,0,0
male,24,24,0,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,50,20,10,5,10,5,5,6,8,5,8,2,20,16,16,17,16,15,7,9,9,8,9,6,8,8,7,8,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,5,0,0,0
male,24,29,5,'Asian/Pacific Islander/Asian-American',0,9,6,Engineering,40,10,30,10,10,10,1,3,5,3,1,1,20,16,16,17,16,15,7,9,9,8,9,5,8,8,5,8,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,2,0,0,0
male,24,22,2,'Asian/Pacific Islander/Asian-American',1,9,6,Engineering,10,25,25,10,10,20,5,7,6,6,4,5,20,16,16,17,16,15,7,9,9,8,9,3,8,8,8,8,3,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,2,0,0,0
male,24,22,2,'Asian/Pacific Islander/Asian-American',1,9,6,Engineering,20,20,10,15,5,30,6,7,7,8,7,6,20,16,16,17,16,15,7,9,9,8,9,3,8,8,7,8,3,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,8,2,1,3,0,0,0
male,23,28,5,'Asian/Pacific Islander/Asian-American',1,3,8,Engineering,10,20,30,10,10,20,3,7,6,5,5,6,15,25,20,10,10,20,7,10,10,9,8,6,8,7,6,7,5,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,7,0,0,0
male,23,26,3,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,25,25,25,12,3,10,6,7,7,4,7,5,15,25,20,10,10,20,7,10,10,9,8,7,7,7,6,6,5,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,6,0,0,0
male,23,23,0,'Asian/Pacific Islander/Asian-American',1,3,8,Engineering,20,10,10,30,15,15,3,3,3,4,3,2,15,25,20,10,10,20,7,10,10,9,8,8,8,5,7,6,5,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,7,0,0,0
male,23,27,23,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,20,20,20,20,5,15,5,9,9,4,9,3,15,25,20,10,10,20,7,10,10,9,8,5,5,5,5,5,5,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,5,0,0,0
male,23,23,0,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,20,20,20,20,5,15,5,7,7,7,7,5,15,25,20,10,10,20,7,10,10,9,8,6,7,7,9,8,6,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,7,0,1,0
male,23,23,0,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,20,20,20,15,5,20,7,8,9,7,4,4,15,25,20,10,10,20,7,10,10,9,8,6,7,7,9,7,8,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,7,0,1,0
male,23,23,0,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,20,20,20,15,10,15,5,5,7,8,7,4,15,25,20,10,10,20,7,10,10,9,8,8,2,4,5,5,4,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,5,0,0,0
male,23,27,4,'Asian/Pacific Islander/Asian-American',1,3,8,Engineering,58,5,8,10,7,12,5,7,6,7,6,6,15,25,20,10,10,20,7,10,10,9,8,6,4,5,5,4,4,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,4,0,0,0
male,23,30,7,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,15,20,20,20,5,10,6,7,8,7,7,5,15,25,20,10,10,20,7,10,10,9,8,6,9,8,6,7,5,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,7,1,0,0
male,23,23,0,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,20,25,25,30,5,5,5,8,8,7,4,2,15,25,20,10,10,20,7,10,10,9,8,7,7,6,6,6,5,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,6,0,0,0
male,23,26,3,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,40,5,30,15,5,5,4,4,7,6,5,1,15,25,20,10,10,20,7,10,10,9,8,6,8,7,7,7,6,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,7,0,0,0
male,23,28,5,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,25,15,25,15,10,10,5,8,7,5,5,7,15,25,20,10,10,20,7,10,10,9,8,7,9,7,8,6,7,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,6,0,0,0
male,23,26,3,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,10,30,20,15,15,10,6,7,8,7,7,5,15,25,20,10,10,20,7,10,10,9,8,6,7,8,7,7,6,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,6,0,1,0
male,23,22,1,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,10,20,15,20,15,20,5,8,8,8,7,8,15,25,20,10,10,20,7,10,10,9,8,7,7,7,7,7,7,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,7,0,1,1
male,23,27,4,'Asian/Pacific Islander/Asian-American',1,3,8,Engineering,10,25,20,20,5,20,5,6,5,5,5,6,15,25,20,10,10,20,7,10,10,9,8,5,8,7,7,6,6,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,7,1,1,1
male,23,25,2,'Asian/Pacific Islander/Asian-American',1,3,8,Engineering,15,20,25,20,10,10,6,9,8,8,7,6,15,25,20,10,10,20,7,10,10,9,8,6,8,7,7,6,6,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,7,0,0,0
male,23,24,1,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,10,15,30,20,15,10,6,7,7,6,8,6,15,25,20,10,10,20,7,10,10,9,8,6,7,7,6,7,6,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,6,0,0,0
male,23,26,3,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,10,10,30,20,10,15,5,2,6,3,2,3,15,25,20,10,10,20,7,10,10,9,8,6,7,6,4,6,4,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,5,0,0,0
male,23,24,1,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,50,20,10,5,10,5,5,4,8,5,9,2,15,25,20,10,10,20,7,10,10,9,8,5,5,5,5,5,5,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,5,0,0,0
male,23,29,6,'Asian/Pacific Islander/Asian-American',0,3,8,Engineering,40,10,30,10,10,10,2,2,2,3,3,1,15,25,20,10,10,20,7,10,10,9,8,6,6,7,8,7,5,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,6,0,0,0
male,23,22,1,'Asian/Pacific Islander/Asian-American',1,3,8,Engineering,10,25,25,10,10,20,4,6,5,5,5,5,15,25,20,10,10,20,7,10,10,9,8,6,6,6,6,6,6,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,6,0,0,0
male,23,22,1,'Asian/Pacific Islander/Asian-American',1,3,8,Engineering,20,20,10,15,5,30,7,8,7,7,7,6,15,25,20,10,10,20,7,10,10,9,8,7,8,7,7,7,7,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,2,0,7,0,1,1
male,24,28,4,European/Caucasian-American,0,7,1,Engineering,10,20,30,10,10,20,7,5,6,5,5,6,20,20,20,20,10,10,8,8,8,9,6,4,8,7,5,8,2,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,7,0,0,0
male,24,26,2,European/Caucasian-American,0,7,1,Engineering,25,25,25,12,3,10,6,7,8,7,7,5,20,20,20,20,10,10,8,8,8,9,6,6,9,8,6,7,5,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,7,1,0,0
male,24,23,1,European/Caucasian-American,0,7,1,Engineering,20,10,10,30,15,15,6,7,8,7,7,5,20,20,20,20,10,10,8,8,8,9,6,6,9,8,6,7,5,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,7,1,0,0
male,24,27,24,European/Caucasian-American,1,7,1,Engineering,20,20,20,20,5,15,7,8,8,8,7,6,20,20,20,20,10,10,8,8,8,9,6,6,5,6,8,5,1,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,5,0,0,0
male,24,23,1,European/Caucasian-American,1,7,1,Engineering,20,20,20,20,5,15,7,6,7,5,5,5,20,20,20,20,10,10,8,8,8,9,6,8,4,5,8,7,2,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,5,0,0,0
male,24,23,1,European/Caucasian-American,1,7,1,Engineering,20,20,20,15,5,20,6,7,8,7,7,5,20,20,20,20,10,10,8,8,8,9,6,6,9,8,6,7,5,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,7,1,0,0
male,24,23,1,European/Caucasian-American,1,7,1,Engineering,20,20,20,15,10,15,6,7,8,7,7,5,20,20,20,20,10,10,8,8,8,9,6,6,9,8,6,7,5,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,7,1,0,0
male,24,27,3,European/Caucasian-American,0,7,1,Engineering,58,5,8,10,7,12,6,7,8,7,7,5,20,20,20,20,10,10,8,8,8,9,6,6,9,8,6,7,5,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,7,1,0,0
male,24,30,6,European/Caucasian-American,0,7,1,Engineering,15,20,20,20,5,10,5,5,5,4,3,3,20,20,20,20,10,10,8,8,8,9,6,8,8,7,6,7,2,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,7,0,0,0
male,24,23,1,European/Caucasian-American,1,7,1,Engineering,20,25,25,30,5,5,7,7,4,6,5,1,20,20,20,20,10,10,8,8,8,9,6,8,6,6,9,8,4,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,8,0,1,0
male,24,26,2,European/Caucasian-American,1,7,1,Engineering,40,5,30,15,5,5,6,7,7,6,7,5,20,20,20,20,10,10,8,8,8,9,6,8,10,9,6,9,5,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,8,0,0,0
male,24,28,4,European/Caucasian-American,0,7,1,Engineering,25,15,25,15,10,10,4,6,6,7,5,5,20,20,20,20,10,10,8,8,8,9,6,4,5,8,6,8,1,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,5,0,0,0
male,24,26,2,European/Caucasian-American,1,7,1,Engineering,10,30,20,15,15,10,8,8,7,8,6,6,20,20,20,20,10,10,8,8,8,9,6,7,7,7,7,7,5,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,7,0,1,1
male,24,22,2,European/Caucasian-American,1,7,1,Engineering,10,20,15,20,15,20,10,8,8,8,9,7,20,20,20,20,10,10,8,8,8,9,6,7,7,7,7,7,4,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,7,1,1,1
male,24,27,3,European/Caucasian-American,0,7,1,Engineering,10,25,20,20,5,20,3,2,4,5,7,4,20,20,20,20,10,10,8,8,8,9,6,3,7,7,4,6,1,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,5,0,0,0
male,24,25,1,European/Caucasian-American,0,7,1,Engineering,15,20,25,20,10,10,6,7,8,7,7,5,20,20,20,20,10,10,8,8,8,9,6,6,9,8,6,7,5,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,7,1,0,0
male,24,24,0,European/Caucasian-American,1,7,1,Engineering,10,15,30,20,15,10,6,7,8,7,7,5,20,20,20,20,10,10,8,8,8,9,6,6,9,8,6,7,5,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,7,1,0,0
male,24,26,2,European/Caucasian-American,0,7,1,Engineering,10,10,30,20,10,15,6,7,8,7,7,5,20,20,20,20,10,10,8,8,8,9,6,6,9,8,6,7,5,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,2,2,7,1,0,0
